Point,Northing,Easting,HAE,Code
1,5486388.547,346842.4765,596.1056826,P
2,5486387.885,346839.0738,595.3517086,P
3,5486386.028,346836.8969,594.503325,P
4,5486383.875,346834.3356,593.7351132,P
5,5486382.017,346832.1588,592.9192333,P
6,5486380.794,346830.41,592.1404334,P
7,5486379.742,346828.4073,591.5402574,P
8,5486378.05,346827.0809,591.1823901,P
9,5486375.723,346825.3262,590.4502967,P
10,5486374.385,346821.2823,589.5178152,P
11,5486372.19,346818.5086,588.8321197,P
12,5486370.672,346816.3759,587.979399,P
13,5486370.11,346811.6079,587.4278499,M
14,5486369.24,346806.5347,586.6499308,P
15,5486364.743,346802.2247,585.6283425,P
16,5486361.944,346798.8045,584.4978296,P
17,5486361.087,346794.397,583.6695382,P
18,5486359.112,346790.5117,582.3660408,P
19,5486356.549,346786.7406,581.0142086,P
20,5486353.991,346782.2062,579.0242482,P
21,5486351.556,346777.8194,577.0093311,P
