Point,Northing,Easting,HAE,Code
1,5466571.143,364645.235,281.194,P
2,5466569.951,364645.084,281.34,P
3,5466568.603,364644.968,281.238,P
4,5466567.859,364645.048,281.093,P
5,5466566.652,364644.58,280.793,P
6,5466562.547,364643.076,280.173,P
7,5466561.158,364643.084,279.583,P
8,5466559.137,364643.085,279.254,P
9,5466558.962,364643.614,279.161,P
10,5466557.831,364644.508,278.624,P
11,5466556.509,364644.991,278.09,P
12,5466555.584,364645.484,277.832,P
13,5466554.659,364645.325,277.454,P
14,5466553.458,364645.408,277.081,P
15,5466552.584,364645.81,276.736,P
16,5466550.755,364645.629,276.063,P
17,5466549.437,364645.849,275.566,P
18,5466548.267,364645.92,275.202,P
19,5466541.788,364643.837,276.021,M
20,5466544.483,364643.401,275.753,P
21,5466535.821,364644.037,276.482,P
22,5466530.84,364642.135,275.628,P
23,5466529.706,364642.443,275.157,P
24,5466528.768,364642.683,274.684,P
25,5466527.646,364642.938,274.358,P
26,5466526.551,364643.052,273.944,P
27,5466525.082,364643.251,273.381,P
28,5466523.865,364643.825,273.083,P
29,5466523.093,364644.28,272.75,P
30,5466521.735,364644.508,272.511,P
