Point,Northing,Easting,HAE,Code
1,5466627.041,364590.049,284.984,P
2,5466626.363,364589.879,284.704,P
3,5466625.8,364589.717,284.41,P
4,5466625.204,364589.594,284.155,P
5,5466624.197,364589.175,283.648,P
6,5466623.075,364589.405,283.258,P
7,5466622.398,364589.328,282.767,P
8,5466621.774,364589.215,282.508,P
9,5466621.046,364589.142,282.162,P
10,5466620.388,364589.093,281.712,P
11,5466619.666,364588.951,281.474,P
12,5466619.03,364588.948,281.099,P
13,5466618.168,364588.911,280.63,P
14,5466617.694,364588.885,280.318,P
15,5466616.752,364588.756,279.847,P
16,5466616.204,364588.713,279.6,P
17,5466615.453,364588.512,279.336,P
18,5466614.57,364588.31,278.929,P
19,5466613.858,364588.153,278.586,P
20,5466613.098,364588.106,278.248,P
21,5466611.955,364588.115,277.901,P
22,5466611.21,364588.184,277.56,P
23,5466610.405,364588.107,277.181,P
24,5466609.737,364587.899,276.926,P
25,5466609.057,364587.693,276.705,P
26,5466608.254,364587.502,276.468,P
27,5466607.416,364587.201,276.384,P
28,5466606.937,364586.772,276.256,P
29,5466606.466,364586.667,276.12,P
30,5466605.9,364586.164,276.119,M
31,5466605.484,364585.269,276.028,P
32,5466604.91,364585.019,275.901,P
33,5466604.181,364584.455,275.735,P
34,5466603.814,364584.348,275.531,P
35,5466603.241,364584.173,275.202,P
36,5466602.648,364584.04,275.048,P
