Point,Northing,Easting,HAE,Code
1,5466688.788,364424.9876,276.262,P
2,5466687.975,364424.8932,276.4778,P
3,5466687.144,364424.7313,276.3725,P
4,5466686.359,364424.546,276.3094,P
5,5466685.495,364424.5063,276.3313,P
6,5466684.543,364424.398,276.2615,P
7,5466683.215,364422.8431,276.0833,M
8,5466681.339,364420.9754,275.936,P
9,5466681.003,364420.3998,275.8388,P
10,5466680.64,364419.9472,275.6565,P
11,5466680.238,364419.4602,275.3093,P
12,5466679.889,364418.9333,275.0408,P
13,5466679.219,364418.4923,274.595,P
14,5466678.554,364417.9987,274.1971,P
15,5466678.085,364417.5499,273.9614,P
16,5466677.503,364416.8567,273.5409,P
17,5466676.962,364416.1047,273.3,P
18,5466676.764,364415.4498,272.8983,P
19,5466676.381,364414.8884,272.5366,P
20,5466675.996,364414.2895,272.2066,P
21,5466675.647,364413.8522,271.6977,P
22,5466675.303,364413.3999,271.6253,P
23,5466674.94,364412.9983,271.3462,P
24,5466674.593,364412.5073,271.0571,P
25,5466673.945,364412.0183,270.5596,P
26,5466673.419,364411.3935,270.2523,P
27,5466672.909,364410.885,270.0353,P
28,5466672.362,364410.2772,269.7407,P
