Point,Northing,Easting,HAE,Code
1,5466551.379,364731.914,282.866,P
2,5466550.509,364732.653,282.705,P
3,5466548.967,364733.2,282.306,P
4,5466548.171,364733.256,282.125,P
5,5466547.343,364733.524,281.974,P
6,5466546.22,364733.786,281.627,P
7,5466545.55,364733.942,281.265,P
8,5466544.976,364734.272,280.994,P
9,5466544.191,364734.436,280.83,P
10,5466543.295,364734.566,280.559,P
11,5466542.421,364734.301,280.44,P
12,5466541.723,364734.388,279.99,P
13,5466540.697,364734.199,279.457,P
14,5466539.816,364733.918,278.97,P
15,5466538.431,364733.872,278.534,P
16,5466537.189,364733.763,278.241,P
17,5466536.171,364733.378,277.795,P
18,5466534.957,364733.476,277.359,P
19,5466533.931,364733.238,276.893,P
20,5466531.226,364733.151,275.714,P
21,5466530.319,364732.899,275.251,P
22,5466528.624,364733.111,274.654,P
23,5466528.13,364733.094,274.467,P
24,5466526.975,364733.538,274.268,P
25,5466525.574,364733.426,273.666,P
26,5466524.687,364733.533,273.218,P
27,5466523.713,364733.416,272.724,P
28,5466522.591,364733.287,272.606,P
29,5466521.605,364733.329,272.263,P
30,5466520.466,364733.147,271.736,P
31,5466519.271,364733.173,271.231,P
32,5466518.098,364733.149,270.839,P
33,5466517.169,364733.048,270.447,P
34,5466516.353,364732.992,270.149,P
35,5466515.642,364732.818,269.975,P
36,5466510.578,364731.151,268.691,M
37,5466508.901,364730.765,268.612,P
38,5466503.714,364731.922,267.592,P
39,5466502.424,364732.082,267.295,P
40,5466501.003,364732.12,267.081,P
