FID,Point,Northing,Easting,HAE,Code
0,20,5486238.066999999800000,346969.000799999980000,598.385200000000050,JM2MID
1,21,5486237.074000000000000,346970.670099999990000,598.109199999999990,JM2MID
2,22,5486237.832999999600000,346969.038600000030000,598.495199999999950,JM2MID
3,23,5486238.627000000300000,346966.317300000000000,598.512399999999960,JM2MID
4,24,5486239.501000000200000,346963.738900000000000,598.355300000000060,JM2MID
5,25,5486239.835000000000000,346961.076799999980000,598.425700000000010,JM2MID
6,26,5486240.409000000000000,346958.914400000010000,598.528599999999980,JM2MID
7,27,5486240.565999999600000,346956.681999999970000,598.775899999999980,JM2MID
